coder,doi,aim,performance.type,group,variable,value,section,BLOC,existence,fulfillment
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,2,opportunity.type,Humans,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,2,env.opps,Climate Change Impacts,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,2,Human.opps,Public Health,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,2,Health.opps,Increasing Food Security,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,2,Health.opps,Food Safety Improvements,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,2,Food.safety,Reducing Antibiotics used for Livestock,Introduction,Opportunity,0.5,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,3,opportunity.type,the Environment,Introduction,Opportunity,1,1
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,3,opportunity.type,Livestock,Introduction,Opportunity,1,1
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,3,env.opps,Non-specified,Introduction,Opportunity,1,1
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,4,develop.or.adopt,Adoption,Introduction,Barrier,0,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,4,adoption.category,Public Distrust,Introduction,Barrier,0,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,4,distrust.sources,Non-specified concerns,Introduction,Barrier,0,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,5,develop.or.adopt,Adoption,Introduction,Barrier,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,5,adoption.category,Public Distrust,Introduction,Barrier,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,5,adoption.category,Cost or Willingness to Pay,Introduction,Barrier,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,5,distrust.sources,Unnatural perceptions,Introduction,Barrier,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,5,distrust.sources,poor Sensory Attributes,Introduction,Barrier,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,5,senses.distrust,Taste,Introduction,Barrier,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,6,develop.or.adopt,Adoption,Discussion,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,6,adoption.category,Public Distrust,Discussion,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,6,distrust.sources,The way it is Framed,Discussion,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,6,distrust.sources,Unnatural perceptions,Discussion,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,6,distrust.sources,Disgust reactions,Discussion,Barrier,0.5,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,7,consequences,"""Ethical"" Problems",Discussion,Consequence,1,0
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,8,section_9_TEXT,Future Directions,Other (Write),Barrier,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,8,develop.or.adopt,Adoption,Other (Write),Barrier,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,8,adoption.category,Public Distrust,Other (Write),Barrier,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,8,distrust.sources,Unnatural perceptions,Other (Write),Barrier,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,9,section_9_TEXT,Future Directions,Other (Write),Consequence,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,9,consequences,"""Ethical"" Problems",Other (Write),Consequence,1,NA
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,10,section_9_TEXT,Future Directions,Other (Write),Barrier,-0.5,0.5
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,10,develop.or.adopt,Adoption,Other (Write),Barrier,-0.5,0.5
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,10,adoption.category,Public Distrust,Other (Write),Barrier,-0.5,0.5
Chris,10.1016/j.MEATsci.2019.04.004,Acceptance,,10,distrust.sources,Non-specified concerns,Other (Write),Barrier,-0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,1,opportunity.type,the Environment,Abstract,Opportunity,1,NA
Chris,10.3389/fsufs.2023.1160458,Education,,1,env.opps,Non-specified,Abstract,Opportunity,1,NA
Chris,10.3389/fsufs.2023.1160458,Education,,2,opportunity.type,the Environment,Introduction,Opportunity,0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,2,env.opps,Climate Change Impacts,Introduction,Opportunity,0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,2,env.opps,Pollution,Introduction,Opportunity,0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,2,env.opps,Non-specified,Introduction,Opportunity,0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,2,pollution,Air,Introduction,Opportunity,0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,3,develop.or.adopt,Development,Introduction,Barrier,-0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,3,development.category,Investments,Introduction,Barrier,-0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,4,section_9_TEXT,Defining alternative protein,Other (Write),Barrier,-0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,4,develop.or.adopt,Adoption,Other (Write),Barrier,-0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,4,adoption.category,Public Distrust,Other (Write),Barrier,-0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,4,distrust.sources,Non-specified concerns,Other (Write),Barrier,-0.5,0.5
Chris,10.3389/fsufs.2023.1160458,Education,,5,section_9_TEXT,Green capitalism,Other (Write),Opportunity,0,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,5,opportunity.type,the Environment,Other (Write),Opportunity,0,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,5,env.opps,Non-specified,Other (Write),Opportunity,0,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,6,section_9_TEXT,Environmental impacts of livestock and AP,Other (Write),Consequence,0,NA
Chris,10.3389/fsufs.2023.1160458,Education,,6,consequences,other,Other (Write),Consequence,0,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,section_9_TEXT,Bad animals,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,section_9_TEXT, good technologies,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,section_9_TEXT,Bad animals,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,section_9_TEXT, good technologies,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,develop.or.adopt,Adoption,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,develop.or.adopt,Adoption,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,adoption.category,Cost or Willingness to Pay,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,adoption.category,Cost or Willingness to Pay,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,opportunity.type,the Environment,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,opportunity.type,Humans,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,opportunity.type,the Environment,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,opportunity.type,Humans,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Wasteful production methods,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Excessive Fresh Water Use,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Land Use or Land Change,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Biodiversity Impacts,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Pollution,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Other,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Non-specified,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Wasteful production methods,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Excessive Fresh Water Use,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Land Use or Land Change,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Biodiversity Impacts,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Pollution,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Other,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,env.opps,Non-specified,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,pollution,Air,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,pollution,Water,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,pollution,Air,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,pollution,Water,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,Human.opps,Economic - (includes energy efficiency),Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,Human.opps,Public Health,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,Human.opps,Economic - (includes energy efficiency),Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,Human.opps,Public Health,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,Health.opps,Increasing Food Security,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,Health.opps,Food Safety Improvements,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,Health.opps,Increasing Food Security,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,Health.opps,Food Safety Improvements,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,Food.safety,Zoonosis Reductions,Other (Write),Barrier,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,7,Food.safety,Zoonosis Reductions,Other (Write),Opportunity,0.5,NA
Chris,10.3389/fsufs.2023.1160458,Education,,8,section_9_TEXT,Bad animals,Other (Write),Opportunity,-0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,8,section_9_TEXT, good technologies,Other (Write),Opportunity,-0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,8,opportunity.type,Humans,Other (Write),Opportunity,-0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,8,Human.opps,Public Health,Other (Write),Opportunity,-0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,8,Health.opps,Increasing Food Security,Other (Write),Opportunity,-0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,section_9_TEXT,LCA: narrow statiwtics for a broad narrative,Other (Write),Barrier,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,section_9_TEXT,LCA: narrow statiwtics for a broad narrative,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,develop.or.adopt,Development,Other (Write),Barrier,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,develop.or.adopt,Development,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,development.category,Information is kept proprietary,Other (Write),Barrier,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,development.category,non-specified barrier to scale,Other (Write),Barrier,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,development.category,Information is kept proprietary,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,development.category,non-specified barrier to scale,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,opportunity.type,the Environment,Other (Write),Barrier,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,opportunity.type,the Environment,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,env.opps,Excessive Fresh Water Use,Other (Write),Barrier,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,env.opps,Land Use or Land Change,Other (Write),Barrier,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,env.opps,Pollution,Other (Write),Barrier,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,env.opps,Excessive Fresh Water Use,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,env.opps,Land Use or Land Change,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,env.opps,Pollution,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,pollution,Air,Other (Write),Barrier,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,10,pollution,Air,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,section_9_TEXT,Framing sustainable food systems: questions un-asked,Other (Write),Limitation,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,section_9_TEXT,Framing sustainable food systems: questions un-asked,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,opportunity.type,the Environment,Other (Write),Limitation,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,opportunity.type,the Environment,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,env.opps,Wasteful production methods,Other (Write),Limitation,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,env.opps,Excessive Fresh Water Use,Other (Write),Limitation,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,env.opps,Land Use or Land Change,Other (Write),Limitation,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,env.opps,Climate Change Impacts,Other (Write),Limitation,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,env.opps,Pollution,Other (Write),Limitation,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,env.opps,Wasteful production methods,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,env.opps,Excessive Fresh Water Use,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,env.opps,Land Use or Land Change,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,env.opps,Climate Change Impacts,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,env.opps,Pollution,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,pollution,Air,Other (Write),Limitation,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,11,pollution,Air,Other (Write),Opportunity,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,12,section_9_TEXT,Framing sustainable food systems: questions un-asked,Other (Write),Limitation,0.5,-0.5
Chris,10.3389/fsufs.2023.1160458,Education,,12,limits,It is disconnected from Nature,Other (Write),Limitation,0.5,-0.5
Chris,10.3390/su13137430,Acceptance,,1,develop.or.adopt,Adoption,Abstract,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,1,adoption.category,Public Distrust,Abstract,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,1,distrust.sources,Health Concerns,Abstract,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,1,distrust.sources,Safety Concerns,Abstract,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,1,distrust.sources,Other (write),Abstract,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,1,distrust.sources_13_TEXT,Environmental Bernefits,Abstract,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,1,distrust.sources_13_TEXT, Sustainability Benefits,Abstract,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,1,distrust.sources_13_TEXT, Current Purchase Behavior,Abstract,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,1,distrust.sources_13_TEXT, Current Consumption Behavior,Abstract,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,2,develop.or.adopt,Adoption,Abstract,Barrier,0,NA
Chris,10.3390/su13137430,Acceptance,,2,adoption.category,Public Distrust,Abstract,Barrier,0,NA
Chris,10.3390/su13137430,Acceptance,,2,distrust.sources,Religious beliefs,Abstract,Barrier,0,NA
Chris,10.3390/su13137430,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,-0.5,0.5
Chris,10.3390/su13137430,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,-0.5,0.5
Chris,10.3390/su13137430,Acceptance,,3,distrust.sources,Non-specified concerns,Introduction,Barrier,-0.5,0.5
Chris,10.3390/su13137430,Acceptance,,4,develop.or.adopt,Adoption,Introduction,Barrier,0.5,-0.5
Chris,10.3390/su13137430,Acceptance,,4,adoption.category,Public Distrust,Introduction,Barrier,0.5,-0.5
Chris,10.3390/su13137430,Acceptance,,4,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,-0.5
Chris,10.3390/su13137430,Acceptance,,4,distrust.sources,poor Sensory Attributes,Introduction,Barrier,0.5,-0.5
Chris,10.3390/su13137430,Acceptance,,4,distrust.sources,Other (write),Introduction,Barrier,0.5,-0.5
Chris,10.3390/su13137430,Acceptance,,4,distrust.sources_13_TEXT,High Price,Introduction,Barrier,0.5,-0.5
Chris,10.3390/su13137430,Acceptance,,4,distrust.sources_13_TEXT, ,Introduction,Barrier,0.5,-0.5
Chris,10.3390/su13137430,Acceptance,,4,senses.distrust,Taste,Introduction,Barrier,0.5,-0.5
Chris,10.3390/su13137430,Acceptance,,5,develop.or.adopt,Adoption,Introduction,Barrier,-0.5,0.5
Chris,10.3390/su13137430,Acceptance,,5,adoption.category,Public Distrust,Introduction,Barrier,-0.5,0.5
Chris,10.3390/su13137430,Acceptance,,5,distrust.sources,Non-specified concerns,Introduction,Barrier,-0.5,0.5
Chris,10.3390/su13137430,Acceptance,,6,develop.or.adopt,Adoption,Introduction,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,6,adoption.category,Public Distrust,Introduction,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,6,distrust.sources,Health Concerns,Introduction,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,6,distrust.sources,Safety Concerns,Introduction,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,6,distrust.sources,Unnatural perceptions,Introduction,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,6,distrust.sources,Disgust reactions,Introduction,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,6,distrust.sources,poor Sensory Attributes,Introduction,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,6,distrust.sources,Other (write),Introduction,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,6,distrust.sources_13_TEXT,Price,Introduction,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,6,distrust.sources_13_TEXT, Techno-phobia,Introduction,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,6,senses.distrust,Taste,Introduction,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,7,develop.or.adopt,Adoption,Results and Discussion,Barrier,0,NA
Chris,10.3390/su13137430,Acceptance,,7,adoption.category,Public Distrust,Results and Discussion,Barrier,0,NA
Chris,10.3390/su13137430,Acceptance,,7,distrust.sources,it being unfamiliar,Results and Discussion,Barrier,0,NA
Chris,10.3390/su13137430,Acceptance,,8,develop.or.adopt,Adoption,Results and Discussion,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,8,adoption.category,Cost or Willingness to Pay,Results and Discussion,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,9,develop.or.adopt,Adoption,Results and Discussion,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,9,adoption.category,Public Distrust,Results and Discussion,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,9,distrust.sources,Safety Concerns,Results and Discussion,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,9,distrust.sources,Neophobia,Results and Discussion,Barrier,1,NA
Chris,10.3390/su13137430,Acceptance,,9,distrust.sources,Unnatural perceptions,Results and Discussion,Barrier,1,NA
