doi,title,url,publisherID,journalID,dateCreated,references,referencedBy,funder_name,funder_doi,aim
10.3390/foods11233755,Naringenin Promotes Myotube Formation and Maturation for Cultured Meat Production,https://doi.org/10.3390/foods11233755,MDPI AG,Foods,2022-11-22,56,14,National Key Research and Development Program of China,NA,Media
10.3390/foods11233755,Naringenin Promotes Myotube Formation and Maturation for Cultured Meat Production,https://doi.org/10.3390/foods11233755,MDPI AG,Foods,2022-11-22,56,14,Starry Night Science Fund of Zhejiang University Shanghai Institute for Advanced Study,NA,Media
10.3390/foods11233755,Naringenin Promotes Myotube Formation and Maturation for Cultured Meat Production,https://doi.org/10.3390/foods11233755,MDPI AG,Foods,2022-11-22,56,14,National Natural Science Foundation of China,10.13039/501100001809,Media
10.3390/foods11233755,Naringenin Promotes Myotube Formation and Maturation for Cultured Meat Production,https://doi.org/10.3390/foods11233755,MDPI AG,Foods,2022-11-22,56,14,Natural Science Foundation of Jiangsu Province,10.13039/501100004608,Media
10.3390/foods11233755,Naringenin Promotes Myotube Formation and Maturation for Cultured Meat Production,https://doi.org/10.3390/foods11233755,MDPI AG,Foods,2022-11-22,56,14,Natural Science Foundation of Jiangsu Province,10.13039/501100004608,Media
10.3390/foods11233755,Naringenin Promotes Myotube Formation and Maturation for Cultured Meat Production,https://doi.org/10.3390/foods11233755,MDPI AG,Foods,2022-11-22,56,14,Fundamental Research Funds for the Central Universities,10.13039/501100012226,Media
10.1016/j.appet.2019.02.021,What's in a name? Consumer perceptions of in vitro meat under different names,https://doi.org/10.1016/j.appet.2019.02.021,Elsevier BV,Appetite,2019-03-03,86,216,Economic and Social Research Council,10.13039/501100000269,Acceptance
10.1016/j.foodqual.2022.104787,Comparison of public attitudes toward five alternative proteins in Japan,https://doi.org/10.1016/j.foodqual.2022.104787,Elsevier BV,Food Quality and Preference,2022-12-11,38,24,JST RISTEX,10.13039/501100009028,Acceptance
10.1021/acsbiomaterials.2c00093,In vitro Insect Fat Cultivation for Cellular Agriculture Applications,https://doi.org/10.1021/acsbiomaterials.2c00093,American Chemical Society (ACS),ACS Biomaterials Science &amp; Engineering,2022-08-17,60,19,Division of Integrative Organismal Systems,10.13039/100000154,Process
10.1021/acsbiomaterials.2c00093,In vitro Insect Fat Cultivation for Cellular Agriculture Applications,https://doi.org/10.1021/acsbiomaterials.2c00093,American Chemical Society (ACS),ACS Biomaterials Science &amp; Engineering,2022-08-17,60,19,New Harvest,10.13039/100019411,Process
10.1021/acsbiomaterials.2c00093,In vitro Insect Fat Cultivation for Cellular Agriculture Applications,https://doi.org/10.1021/acsbiomaterials.2c00093,American Chemical Society (ACS),ACS Biomaterials Science &amp; Engineering,2022-08-17,60,19,National Institutes of Health,10.13039/100000002,Process
10.1021/acsbiomaterials.2c00093,In vitro Insect Fat Cultivation for Cellular Agriculture Applications,https://doi.org/10.1021/acsbiomaterials.2c00093,American Chemical Society (ACS),ACS Biomaterials Science &amp; Engineering,2022-08-17,60,19,U.S. Department of Agriculture,10.13039/100000199,Process
10.1111/risa.13279,When Evolution Works Against the Future: Disgust's Contributions to the Acceptance of New Food Technologies,https://doi.org/10.1111/risa.13279,Wiley,Risk Analysis,2019-02-13,91,70,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,10.13039/501100001711,Acceptance
10.1016/j.jenvp.2022.101758,Would you eat a burger made in a petri dish? Why people feel disgusted by cultured meat,https://doi.org/10.1016/j.jenvp.2022.101758,Elsevier BV,Journal of Environmental Psychology,2022-01-14,35,30,National Science Foundation,10.13039/100000001,Acceptance
10.1021/acs.jafc.4c04559,Cell-Based Meat Scaffold Based on a 3D-Printed Starch-Based Gel,https://doi.org/10.1021/acs.jafc.4c04559,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2024-08-06,49,5,National Key Research and Development Program of China,10.13039/501100012166,Scaffolding
10.1021/acs.jafc.4c04559,Cell-Based Meat Scaffold Based on a 3D-Printed Starch-Based Gel,https://doi.org/10.1021/acs.jafc.4c04559,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2024-08-06,49,5,Key Research and Development Program of Zhejiang Province,10.13039/100022963,Scaffolding
10.1021/acs.jafc.4c04559,Cell-Based Meat Scaffold Based on a 3D-Printed Starch-Based Gel,https://doi.org/10.1021/acs.jafc.4c04559,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2024-08-06,49,5,Natural Science Foundation of Zhejiang Province,10.13039/501100004731,Scaffolding
10.1088/1361-6463/ac7011,Functional composite microbeads for cell-based meat culture: effect of animal gelatin coating on cell proliferation and differentiation,https://doi.org/10.1088/1361-6463/ac7011,IOP Publishing,Journal of Physics D: Applied Physics,2022-05-16,42,11,Chinese Scholarship Council,10.13039/501100004543,Scaffolding
10.1088/1361-6463/ac7011,Functional composite microbeads for cell-based meat culture: effect of animal gelatin coating on cell proliferation and differentiation,https://doi.org/10.1088/1361-6463/ac7011,IOP Publishing,Journal of Physics D: Applied Physics,2022-05-16,42,11,A*STAR,10.13039/501100001348,Scaffolding
10.1016/j.cnd.2024.04.001,La viande cultivée. Réhumaniser nos relations aux animaux de ferme ?,https://doi.org/10.1016/j.cnd.2024.04.001,Elsevier BV,Cahiers de Nutrition et de Diététique,2024-04-11,23,1,National Institute for Agricultural Research,10.13039/501100007524,Ethics
10.1021/acsbiomaterials.3c01500,Cultivated Meat from Aligned Muscle Layers and Adipose Layers Formed from Glutenin Films,https://doi.org/10.1021/acsbiomaterials.3c01500,American Chemical Society (ACS),ACS Biomaterials Science &amp; Engineering,2024-01-16,51,4,National Institute of Food and Agriculture,10.13039/100005825,Scaffolding
10.1021/acsbiomaterials.3c01500,Cultivated Meat from Aligned Muscle Layers and Adipose Layers Formed from Glutenin Films,https://doi.org/10.1021/acsbiomaterials.3c01500,American Chemical Society (ACS),ACS Biomaterials Science &amp; Engineering,2024-01-16,51,4,MilliporeSigma,10.13039/100025241,Scaffolding
10.3390/foods8100521,Extracellular Heme Proteins Influence Bovine Myosatellite Cell Proliferation and the Color of Cell-Based Meat,https://doi.org/10.3390/foods8100521,MDPI AG,Foods,2019-10-23,70,121,Foundation for the National Institutes of Health,10.13039/100000009,Media
10.3390/foods8100521,Extracellular Heme Proteins Influence Bovine Myosatellite Cell Proliferation and the Color of Cell-Based Meat,https://doi.org/10.3390/foods8100521,MDPI AG,Foods,2019-10-23,70,121,Horizon 2020,10.13039/100010661,Media
10.3390/foods8100521,Extracellular Heme Proteins Influence Bovine Myosatellite Cell Proliferation and the Color of Cell-Based Meat,https://doi.org/10.3390/foods8100521,MDPI AG,Foods,2019-10-23,70,121,New Harvest,10.13039/100019411,Media
10.1038/s41467-023-38593-4,Cultured meat platform developed through the structuring of edible microcarrier-derived microtissues with oleogel-based fat substitute,https://doi.org/10.1038/s41467-023-38593-4,Springer Science and Business Media LLC,Nature Communications,2023-05-23,33,58,"Russell Berrie Nanotechnology Institute, Technion-Israel Institute of Technology",10.13039/501100007426,Scaffolding
10.1038/s41467-023-38593-4,Cultured meat platform developed through the structuring of edible microcarrier-derived microtissues with oleogel-based fat substitute,https://doi.org/10.1038/s41467-023-38593-4,Springer Science and Business Media LLC,Nature Communications,2023-05-23,33,58,The Good Food Institute,10.13039/100020002,Scaffolding
10.1021/acs.est.5b01614,Anticipatory Life Cycle Analysis of In Vitro Biomass Cultivation for Cultured Meat Production in the United States,https://doi.org/10.1021/acs.est.5b01614,American Chemical Society (ACS),Environmental Science &amp; Technology,2015-09-18,41,284,"Graduate College, Arizona State University",NA,Performance
10.1021/acs.est.5b01614,Anticipatory Life Cycle Analysis of In Vitro Biomass Cultivation for Cultured Meat Production in the United States,https://doi.org/10.1021/acs.est.5b01614,American Chemical Society (ACS),Environmental Science &amp; Technology,2015-09-18,41,284,"Lincoln Center for Applied Ethics, Arizona State University",NA,Performance
10.1016/j.ymben.2020.07.011,Engineering carotenoid production in mammalian cells for nutritionally enhanced cell-cultured foods,https://doi.org/10.1016/j.ymben.2020.07.011,Elsevier BV,Metabolic Engineering,2020-09-02,50,63,National Institutes of Health,10.13039/100000002,Safety
10.1016/j.foodres.2021.110786,Evaluation of the effect of smooth muscle cells on the quality of cultured meat in a model for cultured meat,https://doi.org/10.1016/j.foodres.2021.110786,Elsevier BV,Food Research International,2021-10-27,49,36,Nanjing Agricultural University,10.13039/501100008562,Cell Differentiation
10.1016/j.foodres.2023.113660,Improved culture procedure for bovine muscle satellite cells for cultured meat,https://doi.org/10.1016/j.foodres.2023.113660,Elsevier BV,Food Research International,2023-11-05,44,14,Chung-Ang University,10.13039/501100002460,Process
10.1016/j.foodres.2023.113660,Improved culture procedure for bovine muscle satellite cells for cultured meat,https://doi.org/10.1016/j.foodres.2023.113660,Elsevier BV,Food Research International,2023-11-05,44,14,"Ministry of Agriculture, Food and Rural Affairs",10.13039/501100003624,Process
10.1016/j.foodres.2023.113660,Improved culture procedure for bovine muscle satellite cells for cultured meat,https://doi.org/10.1016/j.foodres.2023.113660,Elsevier BV,Food Research International,2023-11-05,44,14,"Korea Institute of Planning and Evaluation for Technology in Food, Agriculture, Forestry and Fisheries",10.13039/501100003668,Process
10.1002/advs.202202877,Efficient Myogenic/Adipogenic Transdifferentiation of Bovine Fibroblasts in a 3D Bioprinting System for Steak‐Type Cultured Meat Production,https://doi.org/10.1002/advs.202202877,Wiley,Advanced Science,2022-10-04,67,66,Konkuk University,10.13039/501100002641,Scaffolding
10.3390/socsci11120567,Framing Food Transition: The Debate on Meat Production and Climate Change in Three European Countries,https://doi.org/10.3390/socsci11120567,MDPI AG,Social Sciences,2022-12-02,65,3,Generalitat Valenciana,NA,Education
10.1080/15528014.2022.2027688,Hocus-pocus tricks and moral progressions: the emerging meanings of cultured meat in online news comments,https://doi.org/10.1080/15528014.2022.2027688,Informa UK Limited,"Food, Culture &amp; Society",2022-01-27,63,12,Koneen Säätiö,10.13039/501100005781,Education
10.1007/s00018-024-05457-z,Elucidation of the pluripotent potential of bovine embryonic lineages facilitates the establishment of formative stem cell lines,https://doi.org/10.1007/s00018-024-05457-z,Springer Science and Business Media LLC,Cellular and Molecular Life Sciences,2024-10-08,61,6,STI 2030-Major Projects,NA,Cell Sources
10.1007/s00018-024-05457-z,Elucidation of the pluripotent potential of bovine embryonic lineages facilitates the establishment of formative stem cell lines,https://doi.org/10.1007/s00018-024-05457-z,Springer Science and Business Media LLC,Cellular and Molecular Life Sciences,2024-10-08,61,6,National Postdoctoral Program for Innovative Talents,10.13039/501100012152,Cell Sources
10.1007/s00018-024-05457-z,Elucidation of the pluripotent potential of bovine embryonic lineages facilitates the establishment of formative stem cell lines,https://doi.org/10.1007/s00018-024-05457-z,Springer Science and Business Media LLC,Cellular and Molecular Life Sciences,2024-10-08,61,6,China Postdoctoral Science Foundation,10.13039/501100002858,Cell Sources
10.1007/s00018-024-05457-z,Elucidation of the pluripotent potential of bovine embryonic lineages facilitates the establishment of formative stem cell lines,https://doi.org/10.1007/s00018-024-05457-z,Springer Science and Business Media LLC,Cellular and Molecular Life Sciences,2024-10-08,61,6,National Natural Science Foundation of China,10.13039/501100001809,Cell Sources
10.1007/s00018-024-05457-z,Elucidation of the pluripotent potential of bovine embryonic lineages facilitates the establishment of formative stem cell lines,https://doi.org/10.1007/s00018-024-05457-z,Springer Science and Business Media LLC,Cellular and Molecular Life Sciences,2024-10-08,61,6,Hebei Province Science and Technology Plan “Unveiling and Commanding” Project,NA,Cell Sources
10.1007/s00018-024-05457-z,Elucidation of the pluripotent potential of bovine embryonic lineages facilitates the establishment of formative stem cell lines,https://doi.org/10.1007/s00018-024-05457-z,Springer Science and Business Media LLC,Cellular and Molecular Life Sciences,2024-10-08,61,6,Shijiazhuang City “Unveiling and Commanding” Science and Technology Project,NA,Cell Sources
10.1038/s42003-023-05583-7,An immortal porcine preadipocyte cell strain for efficient production of cell-cultured fat,https://doi.org/10.1038/s42003-023-05583-7,Springer Science and Business Media LLC,Communications Biology,2023-11-25,42,7,National Natural Science Foundation of China,10.13039/501100001809,Cell Sources
10.1038/s42003-023-05583-7,An immortal porcine preadipocyte cell strain for efficient production of cell-cultured fat,https://doi.org/10.1038/s42003-023-05583-7,Springer Science and Business Media LLC,Communications Biology,2023-11-25,42,7,"funder from the Ministry of Education of China, to support the researchers in the state key university directly under the Ministry of Education。",NA,Cell Sources
10.1038/s43247-024-01227-8,Transition to cellular agriculture reduces agriculture land use and greenhouse gas emissions but increases demand for critical materials,https://doi.org/10.1038/s43247-024-01227-8,Springer Science and Business Media LLC,Communications Earth &amp; Environment,2024-01-31,113,21,Koneen Säätiö,10.13039/501100005781,Performance
10.1038/s43247-024-01227-8,Transition to cellular agriculture reduces agriculture land use and greenhouse gas emissions but increases demand for critical materials,https://doi.org/10.1038/s43247-024-01227-8,Springer Science and Business Media LLC,Communications Earth &amp; Environment,2024-01-31,113,21,Helsingin Yliopisto,10.13039/100007797,Performance
10.1093/biolre/ioac119,Research progress and application prospects of stable porcine pluripotent stem cells,https://doi.org/10.1093/biolre/ioac119,Oxford University Press (OUP),Biology of Reproduction,2022-06-09,154,12,Beijing Natural Science Foundation,10.13039/501100004826,Cell Differentiation
10.1093/biolre/ioac119,Research progress and application prospects of stable porcine pluripotent stem cells,https://doi.org/10.1093/biolre/ioac119,Oxford University Press (OUP),Biology of Reproduction,2022-06-09,154,12,National Natural Science Foundation of China,10.13039/501100001809,Cell Differentiation
10.1093/biolre/ioac119,Research progress and application prospects of stable porcine pluripotent stem cells,https://doi.org/10.1093/biolre/ioac119,Oxford University Press (OUP),Biology of Reproduction,2022-06-09,154,12,Future Functional Food Research and Development Plan,NA,Cell Differentiation
10.1093/biolre/ioac119,Research progress and application prospects of stable porcine pluripotent stem cells,https://doi.org/10.1093/biolre/ioac119,Oxford University Press (OUP),Biology of Reproduction,2022-06-09,154,12,Plan 111,NA,Cell Differentiation
10.1093/biolre/ioac119,Research progress and application prospects of stable porcine pluripotent stem cells,https://doi.org/10.1093/biolre/ioac119,Oxford University Press (OUP),Biology of Reproduction,2022-06-09,154,12,"State Key Laboratories for Agro-biotechnology, China Agricultural University",NA,Cell Differentiation
10.1016/j.fufo.2023.100294,Consumer cognition and attitude towards artificial meat in China,https://doi.org/10.1016/j.fufo.2023.100294,Elsevier BV,Future Foods,2024-01-06,58,9,Chinese National Funding of Social Sciences,10.13039/501100012456,Acceptance
10.1016/j.fufo.2023.100294,Consumer cognition and attitude towards artificial meat in China,https://doi.org/10.1016/j.fufo.2023.100294,Elsevier BV,Future Foods,2024-01-06,58,9,Fundamental Research Funds for the Central Universities,10.13039/501100013804,Acceptance
10.1016/j.fufo.2023.100294,Consumer cognition and attitude towards artificial meat in China,https://doi.org/10.1016/j.fufo.2023.100294,Elsevier BV,Future Foods,2024-01-06,58,9,National Natural Science Foundation of China,10.13039/501100001809,Acceptance
10.1016/j.fufo.2023.100294,Consumer cognition and attitude towards artificial meat in China,https://doi.org/10.1016/j.fufo.2023.100294,Elsevier BV,Future Foods,2024-01-06,58,9,Fundamental Research Funds for the Central Universities,10.13039/501100012226,Acceptance
10.1016/j.fufo.2023.100294,Consumer cognition and attitude towards artificial meat in China,https://doi.org/10.1016/j.fufo.2023.100294,Elsevier BV,Future Foods,2024-01-06,58,9,National Office for Philosophy and Social Sciences,10.13039/501100012325,Acceptance
10.1016/j.fufo.2024.100409,Norwegian consumers’ willingness to try cultured meat,https://doi.org/10.1016/j.fufo.2024.100409,Elsevier BV,Future Foods,2024-06-28,104,6,Research Council of Norway,10.13039/501100005416,Acceptance
10.1007/s00203-024-04149-3,Recombinant lactate-assimilating cyanobacteria reduce high-concentration culture-associated cytotoxicity in mammalian cells,https://doi.org/10.1007/s00203-024-04149-3,Springer Science and Business Media LLC,Archives of Microbiology,2024-10-03,22,0,"Moonshot Research and Development Program for Agriculture, Forestry and Fisheries",NA,Media
