doi,value
10.1016/j.foodres.2024.114425,Wasteful production methods
10.3389/fsufs.2023.1127164,Withheld Information concerns
10.1016/j.appet.2020.104860,Withheld Information concerns
10.3389/fsufs.2023.1104731,Withheld Information concerns
10.3389/fsufs.2023.1134100,Withheld Information concerns
10.3390/foods12142645,Withheld Information concerns
10.3389/fnut.2023.1197111,Withheld Information concerns
10.3390/nu15132935,Withheld Information concerns
10.1108/BFJ-02-2020-0092,Withheld Information concerns
10.1016/j.MEATsci.2023.109191,Withheld Information concerns
10.1016/j.livsci.2021.104705,it being unfamiliar
10.3390/su13137430,it being unfamiliar
10.1016/j.foodpol.2020.101931,it being unfamiliar
10.1007/s10806-017-9654-y,it being unfamiliar
10.1371/journal.pone.0290169,it being unfamiliar
10.1080/13669877.2020.1871057,it being unfamiliar
10.1016/j.appet.2022.105990,it being unfamiliar
10.3390/conservation3020021,it being unfamiliar
10.3389/fsufs.2023.1127164,it being unfamiliar
10.1038/s41538-022-00172-0,it being unfamiliar
10.3389/fnut.2020.00148,it being unfamiliar
10.1371/journal.pone.0221129,it being unfamiliar
10.1016/j.appet.2020.104860,it being unfamiliar
10.3389/fsufs.2023.1134100,it being unfamiliar
10.22434/IFAMR2022.0017,it being unfamiliar
10.3390/foods12142645,it being unfamiliar
10.3389/fnut.2023.1196475,it being unfamiliar
10.1016/j.fufo.2024.100297,it being unfamiliar
10.1016/j.appet.2024.107240,it being unfamiliar
10.1108/BFJ-09-2021-0987,it being unfamiliar
10.1016/j.foodpol.2022.102307,it being unfamiliar
10.3390/nu15214649,it being unfamiliar
10.1186/s40100-023-00278-3,it being unfamiliar
10.3389/fsufs.2023.1302511,it being unfamiliar
10.1016/j.foodqual.2024.105102,it being unfamiliar
10.1371/journal.pone.0251432,it being unfamiliar
10.3390/su13158235,it being unfamiliar
10.3390/nu13041284,it being unfamiliar
10.1016/j.MEATsci.2022.108964,it being unfamiliar
10.3390/nu15132935,it being unfamiliar
10.1080/22041451.2024.2324405,it being unfamiliar
10.1080/01292986.2024.2342827,it being unfamiliar
10.3389/fsufs.2019.00011,it being unfamiliar
10.3390/su14126956,it being unfamiliar
10.1016/j.MEATsci.2022.108776,it being unfamiliar
10.1016/j.foodqual.2022.104573,it being unfamiliar
10.1007/s11569-017-0282-9,it being unfamiliar
10.1007/s11356-022-23597-2,it being unfamiliar
10.1016/j.appet.2016.10.002,it being unfamiliar
10.1016/j.MEATsci.2022.109081,it being unfamiliar
10.3390/su15054009,it being unfamiliar
10.1016/j.ecolecon.2021.107329,it being unfamiliar
10.1177/2514848619827009,it being unfamiliar
10.1016/j.ifset.2024.103734,non-Nutritious
10.1016/j.foodhyd.2024.109944,non-Nutritious
10.1016/j.biomaterials.2022.121649,non-Nutritious
10.1016/j.cej.2023.147467,non-Nutritious
10.1016/j.fufo.2024.100297,non-Nutritious
10.1021/acsami.2c10620,non-Nutritious
10.1016/j.appet.2024.107240,non-Nutritious
10.1016/j.foodres.2022.111561,non-Nutritious
10.1016/j.foodres.2022.111818,non-Nutritious
10.1016/j.foodqual.2024.105102,non-Nutritious
10.3390/su13158235,non-Nutritious
10.1038/s41538-021-00090-7,non-Nutritious
10.1016/j.biomaterials.2022.121669,non-Nutritious
10.1016/j.foodchem.2024.140696,non-Nutritious
10.1016/j.foodcont.2021.108336,non-Nutritious
10.1177/2514848620963125,non-Nutritious
10.1021/acs.jafc.3c09713,non-Nutritious
10.5851/kosfa.2024.e27,non-Nutritious
10.1111/ajsp.12609,non-Nutritious
10.1016/j.ijbiomac.2024.134242,non-Nutritious
10.1016/j.foodhyd.2024.110156,non-Nutritious
10.1016/j.heliyon.2024.e38006,non-Nutritious
10.5851/kosfa.2024.e72,non-Nutritious
10.1016/j.foodres.2024.114425,non-Nutritious
10.3389/fsufs.2024.1341151,non-Nutritious
10.3389/fsufs.2023.1160458,non-specified barrier to scale
10.1038/s41538-019-0041-0,non-specified barrier to scale
10.1016/j.biomaterials.2022.121615,non-specified barrier to scale
10.1016/j.techsoc.2022.102116,non-specified barrier to scale
10.1016/j.foodpol.2020.101931,non-specified barrier to scale
10.1038/s41598-018-28746-7,non-specified barrier to scale
10.1021/acs.jafc.2c09059,non-specified barrier to scale
10.1016/j.foodres.2023.113617,non-specified barrier to scale
10.1021/acs.jafc.3c06638,non-specified barrier to scale
10.1371/journal.pone.0290169,non-specified barrier to scale
10.3390/cells10092499,non-specified barrier to scale
10.1016/j.fbio.2023.102910,non-specified barrier to scale
10.1038/s41538-024-00262-1,non-specified barrier to scale
10.1016/j.ifset.2024.103734,non-specified barrier to scale
10.3390/bios14010024,non-specified barrier to scale
10.1016/j.foodhyd.2024.109944,non-specified barrier to scale
10.1016/j.livsci.2022.104909,non-specified barrier to scale
10.1016/j.carbpol.2023.121287,non-specified barrier to scale
10.1016/j.biomaterials.2022.121649,non-specified barrier to scale
10.1016/j.cej.2023.147467,non-specified barrier to scale
10.3390/conservation3020021,non-specified barrier to scale
10.1016/j.biomaterials.2021.121155,non-specified barrier to scale
10.1371/journal.pone.0221129,non-specified barrier to scale
10.22434/IFAMR2022.0017,non-specified barrier to scale
10.1016/j.devcel.2021.11.022,non-specified barrier to scale
10.1002/btpr.3402,non-specified barrier to scale
10.3389/fsufs.2022.1056615,non-specified barrier to scale
10.3390/foods12071384,non-specified barrier to scale
10.1007/s10806-015-9573-8,non-specified barrier to scale
10.1007/s11626-024-00971-7,non-specified barrier to scale
10.5187/jast.2023.e10,non-specified barrier to scale
10.1021/acsami.2c10620,non-specified barrier to scale
10.1108/BFJ-09-2021-0987,non-specified barrier to scale
10.1016/j.foodqual.2024.105208,non-specified barrier to scale
10.3390/bioengineering11080854,non-specified barrier to scale
10.1111/faf.12541,non-specified barrier to scale
10.3390/foods12142682,non-specified barrier to scale
10.1108/BFJ-01-2018-0025,non-specified barrier to scale
10.1177/09717218221075158,non-specified barrier to scale
10.1016/j.MEATsci.2022.108964,non-specified barrier to scale
10.1016/j.biomaterials.2022.121669,non-specified barrier to scale
10.3390/foods12142645,non-specified barrier to scale
10.3389/fsufs.2019.00128,non-specified barrier to scale
10.5851/kosfa.2024.e27,non-specified barrier to scale
10.1016/j.ijbiomac.2024.134242,non-specified barrier to scale
10.3389/fsufs.2021.594650,non-specified barrier to scale
10.1016/j.biomaterials.2022.121602,non-specified barrier to scale
10.1007/s11158-016-9331-4,non-specified barrier to scale
10.1016/j.heliyon.2024.e38006,non-specified barrier to scale
10.1111/japp.12056,non-specified barrier to scale
10.1057/s41599-022-01316-z,non-specified barrier to scale
10.1016/j.foodres.2024.114425,non-specified barrier to scale
10.3934/agrfood.2024021,non-specified barrier to scale
10.1002/bit.27469,non-specified barrier to scale
10.3390/foods9020185,non-specified barrier to scale
10.1038/s41467-023-44001-8,non-specified barrier to scale
10.3390/foods11193037,non-specified barrier to scale
10.1016/j.biomaterials.2022.121659,non-specified barrier to scale
10.3390/su152316164,non-specified barrier to scale
10.1016/j.matdes.2024.112992,non-specified barrier to scale
10.3390/su15054009,non-specified barrier to scale
10.1021/acsbiomaterials.3c01625,non-specified barrier to scale
10.1016/j.bbrc.2023.10.018,non-specified barrier to scale
10.1038/s41538-019-0054-8,non-specified barrier to scale
10.1016/j.MEATsci.2023.109191,non-specified barrier to scale
10.3390/biom12060838,non-specified barrier to scale
10.3389/fsufs.2024.1341151,non-specified barrier to scale
10.1016/j.cej.2022.137455,other Dev
10.3389/fbioe.2023.1116917,other Dev
10.1021/acs.jafc.3c06638,other Dev
10.1016/j.fbio.2022.101571,other Dev
10.3389/fsufs.2023.1160458,other consequence
10.1016/j.livsci.2021.104705,other distrust
10.1016/j.eist.2024.100871,other distrust
10.1016/j.appet.2017.03.009,other distrust
10.1186/s40100-023-00278-3,other distrust
10.1108/BFJ-01-2018-0025,other distrust
10.1080/22041451.2024.2324405,other distrust
10.1016/j.jfca.2024.106663,poor Sensory Attributes
10.1016/j.livsci.2021.104705,poor Sensory Attributes
10.1016/j.MEATsci.2019.04.004,poor Sensory Attributes
10.3390/su13137430,poor Sensory Attributes
10.1038/s41538-019-0041-0,poor Sensory Attributes
10.1007/s10806-017-9654-y,poor Sensory Attributes
10.1371/journal.pone.0290169,poor Sensory Attributes
10.1016/j.foodres.2023.113757,poor Sensory Attributes
10.1016/S2095-3119(14)60886-8,poor Sensory Attributes
10.3390/nu11081904,poor Sensory Attributes
10.1038/s41538-024-00262-1,poor Sensory Attributes
10.1016/j.foodhyd.2024.109944,poor Sensory Attributes
10.1016/j.livsci.2022.104909,poor Sensory Attributes
10.3390/conservation3020021,poor Sensory Attributes
10.1016/j.meatsci.2019.04.004,poor Sensory Attributes
10.3389/fnut.2020.00148,poor Sensory Attributes
10.1016/j.biomaterials.2021.121155,poor Sensory Attributes
10.1016/j.appet.2020.104860,poor Sensory Attributes
10.3390/foods13091358,poor Sensory Attributes
10.3389/fnut.2023.1196475,poor Sensory Attributes
10.1007/s10806-015-9573-8,poor Sensory Attributes
10.3390/cells13020135,poor Sensory Attributes
10.1016/j.fufo.2024.100297,poor Sensory Attributes
10.1016/j.appet.2024.107240,poor Sensory Attributes
10.1108/BFJ-09-2021-0987,poor Sensory Attributes
10.1016/j.foodqual.2024.105208,poor Sensory Attributes
10.1016/j.jfoodeng.2024.112259,poor Sensory Attributes
10.3390/nu15214649,poor Sensory Attributes
10.1111/faf.12541,poor Sensory Attributes
10.1016/j.foodhyd.2024.110369,poor Sensory Attributes
10.1007/s11569-018-0330-0,poor Sensory Attributes
10.1371/journal.pone.0251432,poor Sensory Attributes
10.1108/BFJ-01-2018-0025,poor Sensory Attributes
10.3390/su13158235,poor Sensory Attributes
10.3390/nu13041284,poor Sensory Attributes
10.1016/j.MEATsci.2022.108964,poor Sensory Attributes
10.3390/nu15132935,poor Sensory Attributes
10.3390/foods12142645,poor Sensory Attributes
10.1016/j.foodchem.2024.140696,poor Sensory Attributes
10.1016/j.foodres.2022.111952,poor Sensory Attributes
10.3390/foods10112537,poor Sensory Attributes
10.3389/fsufs.2019.00011,poor Sensory Attributes
10.1016/j.foodqual.2023.105032,poor Sensory Attributes
10.3389/fsufs.2021.594650,poor Sensory Attributes
10.3390/su14126956,poor Sensory Attributes
10.1016/j.heliyon.2024.e38006,poor Sensory Attributes
10.1080/00036846.2024.2408035,poor Sensory Attributes
10.1111/japp.12056,poor Sensory Attributes
10.3390/su15129253,poor Sensory Attributes
10.1016/j.MEATsci.2022.108776,poor Sensory Attributes
10.1016/j.jafr.2022.100358,poor Sensory Attributes
10.1016/j.foodqual.2022.104573,poor Sensory Attributes
10.1038/s41598-024-68247-4,poor Sensory Attributes
10.3390/su15054009,poor Sensory Attributes
10.1038/s41538-024-00257-y,poor Sensory Attributes
10.1016/j.ecolecon.2021.107329,poor Sensory Attributes
10.1016/j.biomaterials.2021.121107,poor Sensory Attributes
10.1016/j.MEATsci.2023.109191,poor Sensory Attributes
10.1177/2514848619827009,poor Sensory Attributes
10.1016/j.jfca.2024.106663,the Environment
10.1002/bit.28324,the Environment
10.1016/j.ifset.2024.103734,the Environment
10.3389/fsufs.2023.1127164,the Environment
10.1016/j.livsci.2021.104705,the Environment
10.1016/j.MEATsci.2019.04.004,the Environment
10.3389/fsufs.2023.1160458,the Environment
10.1353/con.2013.0013,the Environment
10.1038/s41538-019-0041-0,the Environment
10.1016/j.biomaterials.2022.121615,the Environment
10.1016/j.techsoc.2022.102116,the Environment
10.1016/j.appet.2022.106392,the Environment
10.1016/j.foodpol.2020.101931,the Environment
10.1038/s41598-018-28746-7,the Environment
10.1021/acs.jafc.3c06638,the Environment
10.1371/journal.pone.0290169,the Environment
10.1016/j.fbio.2022.101571,the Environment
10.3390/cells13010041,the Environment
10.3390/foods13040563,the Environment
10.1038/s41538-022-00172-0,the Environment
10.1038/s41538-022-00157-z,the Environment
10.5851/kosfa.2022.e61,the Environment
10.3390/cells10092499,the Environment
10.1007/s10806-019-09759-2,the Environment
10.5851/kosfa.2024.e46,the Environment
10.1016/j.fbio.2023.102910,the Environment
10.3390/foods10112588,the Environment
10.1016/j.foodres.2023.113757,the Environment
10.1016/j.foodqual.2021.104226,the Environment
10.1016/S2095-3119(14)60886-8,the Environment
10.1021/acsabm.3c00944,the Environment
10.3390/nu11081904,the Environment
10.1038/s41538-024-00262-1,the Environment
10.3390/bios14010024,the Environment
10.1016/j.foodhyd.2024.109944,the Environment
10.1016/j.livsci.2022.104909,the Environment
10.1016/j.carbpol.2023.121287,the Environment
10.1016/j.appet.2022.105990,the Environment
10.1016/j.biomaterials.2022.121649,the Environment
10.1080/09505431.2018.1544232,the Environment
10.3390/conservation3020021,the Environment
10.1016/j.meatsci.2019.04.004,the Environment
10.3389/fnut.2020.00148,the Environment
10.1002/cite.202200151,the Environment
10.1016/j.biomaterials.2021.121155,the Environment
10.1371/journal.pone.0221129,the Environment
10.1016/j.appet.2020.104860,the Environment
10.1016/j.crfs.2024.100841,the Environment
10.1038/s41467-023-44359-9,the Environment
10.3390/foods13091358,the Environment
10.1016/j.crbiot.2024.100241,the Environment
10.3389/fsufs.2023.1104731,the Environment
10.3389/fsufs.2023.1134100,the Environment
10.22434/IFAMR2022.0017,the Environment
10.3389/fsufs.2024.1294390,the Environment
10.3390/foods12142645,the Environment
10.1089/space.2019.0018,the Environment
10.3390/su12114377,the Environment
10.3389/fnut.2023.1196475,the Environment
10.1002/btpr.3402,the Environment
10.3389/fsufs.2022.1056615,the Environment
10.1007/s10806-015-9573-8,the Environment
10.3390/gels8020094,the Environment
10.3390/cells13020135,the Environment
10.1007/s11626-024-00971-7,the Environment
10.5187/jast.2023.e10,the Environment
10.1016/j.foodres.2024.113965,the Environment
10.3389/fnut.2023.1197111,the Environment
10.1016/j.fufo.2024.100297,the Environment
10.1021/acsami.2c10620,the Environment
10.1016/j.appet.2024.107240,the Environment
10.3828/extr.2022.11,the Environment
10.1016/j.appet.2024.107297,the Environment
10.1016/j.fufo.2024.100443,the Environment
10.1108/BFJ-09-2021-0987,the Environment
10.1016/j.foodqual.2024.105208,the Environment
10.1016/j.appet.2017.03.009,the Environment
10.1080/08941920.2017.1304599,the Environment
10.1016/j.jfoodeng.2024.112259,the Environment
10.1016/j.foodpol.2022.102307,the Environment
10.1016/j.scitotenv.2023.164988,the Environment
10.3390/nu15214649,the Environment
10.1038/s42003-022-03423-8,the Environment
10.3390/bioengineering11080854,the Environment
10.1111/faf.12541,the Environment
10.3390/su141912501,the Environment
10.1155/2024/1027972,the Environment
10.1159/000511764,the Environment
10.1016/j.foodres.2022.111561,the Environment
10.1016/j.foodres.2022.111818,the Environment
10.3389/fsufs.2023.1302511,the Environment
10.1039/d1fo04340d,the Environment
10.1002/fft2.165,the Environment
10.1016/j.foodhyd.2024.110369,the Environment
10.1002/adsu.202300499,the Environment
10.1007/s11569-018-0330-0,the Environment
10.1016/j.foodqual.2024.105102,the Environment
10.1177/0963662516639001,the Environment
10.1016/j.foodhyd.2022.107632,the Environment
10.3390/foods12142682,the Environment
10.1371/journal.pone.0251432,the Environment
10.1108/BFJ-01-2018-0025,the Environment
10.1177/09717218221075158,the Environment
10.1016/j.foodhyd.2017.05.036,the Environment
10.3389/fnut.2019.00103,the Environment
10.1038/s41467-024-49521-5,the Environment
10.3390/su13158235,the Environment
10.3389/fcell.2023.1193634,the Environment
10.3390/nu13041284,the Environment
10.1016/j.MEATsci.2022.108964,the Environment
10.1038/s41538-021-00090-7,the Environment
10.3390/nu15132935,the Environment
10.1016/j.biomaterials.2022.121669,the Environment
10.1080/22041451.2024.2324405,the Environment
10.1038/s41538-021-00121-3,the Environment
10.1016/j.foodchem.2024.140696,the Environment
10.1016/j.foodres.2022.111952,the Environment
10.3389/fsufs.2019.00128,the Environment
10.1016/j.foodcont.2021.108336,the Environment
10.1016/j.scitotenv.2022.158051,the Environment
10.1038/s41538-022-00155-1,the Environment
10.1080/01292986.2024.2342827,the Environment
10.1007/s11367-015-0931-6,the Environment
10.1016/j.fbio.2024.103819,the Environment
10.3390/jfb14040218,the Environment
10.1177/2514848620963125,the Environment
10.3390/foods10112537,the Environment
10.3389/fsufs.2019.00011,the Environment
10.1016/j.foodqual.2023.105032,the Environment
10.1111/ajsp.12609,the Environment
10.5851/kosfa.2020.e39,the Environment
10.1016/j.ijbiomac.2024.134242,the Environment
10.1016/j.foodhyd.2024.110156,the Environment
10.1016/j.biomaterials.2021.121267,the Environment
10.3389/fsufs.2021.594650,the Environment
10.1016/j.biomaterials.2022.121602,the Environment
10.3390/su14126956,the Environment
10.3389/fnut.2024.1401715,the Environment
10.1016/j.heliyon.2024.e38006,the Environment
10.1016/j.crfs.2023.100545,the Environment
10.1080/00036846.2024.2408035,the Environment
10.5851/kosfa.2024.e72,the Environment
10.1111/japp.12056,the Environment
10.1057/s41599-022-01316-z,the Environment
10.1002/bit.27848,the Environment
10.3390/su15129253,the Environment
10.1016/j.biomaterials.2022.121487,the Environment
10.3390/foods11213364,the Environment
10.1016/j.foodres.2023.113794,the Environment
10.1002/elsc.202300005,the Environment
10.1016/j.MEATsci.2022.108776,the Environment
10.1016/j.foodqual.2023.105060,the Environment
10.1007/s12571-023-01390-4,the Environment
10.1007/s10943-017-0403-3,the Environment
10.1016/j.jafr.2022.100358,the Environment
10.1016/j.foodres.2024.114425,the Environment
10.1016/j.foodqual.2022.104573,the Environment
10.1007/s11569-017-0282-9,the Environment
10.1038/s41598-024-68247-4,the Environment
10.1007/s11356-022-23597-2,the Environment
10.3934/agrfood.2024021,the Environment
10.1016/j.biomaterials.2022.121543,the Environment
10.1016/j.isci.2022.105054,the Environment
10.1038/s41467-021-25236-9,the Environment
10.1002/bit.27469,the Environment
10.3390/foods9020185,the Environment
10.1016/j.appet.2016.10.002,the Environment
10.1038/s41467-023-44001-8,the Environment
10.3390/foods11193037,the Environment
10.1016/j.biomaterials.2022.121659,the Environment
10.3390/su152316164,the Environment
10.1016/j.matdes.2024.112992,the Environment
10.1016/j.MEATsci.2022.109081,the Environment
10.3390/su15054009,the Environment
10.1038/s41538-024-00257-y,the Environment
10.1016/j.ecolecon.2021.107329,the Environment
10.1016/j.biomaterials.2021.121107,the Environment
10.1108/BFJ-02-2020-0092,the Environment
10.1016/j.fbio.2022.101766,the Environment
10.1021/acsbiomaterials.3c01625,the Environment
10.1016/j.bbrc.2023.10.018,the Environment
10.1016/j.foodhyd.2024.110412,the Environment
10.1038/s41538-019-0054-8,the Environment
10.1016/j.MEATsci.2023.109191,the Environment
10.1016/j.foodpol.2022.102376,the Environment
10.3390/biom12060838,the Environment
10.1177/2514848619827009,the Environment
10.1080/09505431.2016.1171836,the Environment
10.1021/acs.jafc.3c06919,the Environment
